ON_STREET,Dir,X_STREET,TYPE,Date,Day,NB,SB,EB,WB,TOT_24,FID
HOWE AVE,N,ALTA ARDEN EXPWY,24,2015-05-05T00:00:00.000Z,T,14111,11866,,,25977,988
EL CAMINO AVE,E,FULTON AVE,24,2015-05-05T00:00:00.000Z,T,,,11437,12155,23592,989
WHITNEY AVE,W,EASTERN AVE,24,2015-05-06T00:00:00.000Z,W,,,4329,4348,8677,990
EASTERN AVE,N,MARCONI AVE,24,2015-05-06T00:00:00.000Z,W,7982,7550,,,15532,991
AUBURN BLVD,E,WATT AVE,24,2015-05-06T00:00:00.000Z,W,,,9993,10536,20529,992
MARCONI AVE,E,EASTERN AVE,24,2015-05-06T00:00:00.000Z,W,,,10414,10897,21311,993
AUBURN BLVD,E,WATT AVE,24,2015-05-07T00:00:00.000Z,TH,,,9963,10839,20802,994
Q ST,W,WATT AVE,24,2015-05-12T00:00:00.000Z,T,,,1287,841,2128,995
NORTH MARKET BLVD,W,NORTHGATE BLVD,24,2015-05-12T00:00:00.000Z,T,,,8713,7419,16132,996
DON JULIO BLVD,E,WATT AVE,24,2015-05-12T00:00:00.000Z,T,,,4146,3827,7973,997
WATT AVE,N,ANTELOPE RD,24,2015-05-12T00:00:00.000Z,T,12668,12948,,,25616,998
ANTELOPE RD,E,WATT AVE,24,2015-05-12T00:00:00.000Z,T,,,9934,10224,20158,999
DRIVER WAY,S,ELVERTA RD,24,2015-05-12T00:00:00.000Z,T,759,620,,,1379,1000
BRANNAN ISLAND RD,S,STATE ROUTE 12,24,2017-09-21T00:00:00.000Z,Th,552,582,,,1134,2001
ROSEVILLE RD,N,DIABLO DR,24,2017-09-26T00:00:00.000Z,T,10774,10926,,,21700,2002
WALERGA RD,N,ANTELOPE RD,24,2018-03-20T00:00:00.000Z,T,17273,18718,,,35991,2003
FLETCHER FARM DR,S,FLORIN RD,24,2017-09-26T00:00:00.000Z,T,,,,,1309,2004
AMERICAN RIVER DR,W,WATT AVE,24,2017-09-27T00:00:00.000Z,W,,,6084,4868,10952,2005
MORSE AVE,S,EL CAMINO AVE,24,2017-09-27T00:00:00.000Z,W,,,,,1500,2006
WALERGA RD,S,PLACER COUNTY LINE,24,2018-03-20T00:00:00.000Z,T,10475,15232,,,25707,2007
ILLINOIS AVE,N,MADISON AVE,24,2017-12-06T00:00:00.000Z,W,2744,2827,,,5571,2008
MORAGA DR,W,DEWEY DR,24,2018-01-31T00:00:00.000Z,W,,,,,1222,2009
AMERICAN RIVER DR,E,MUNROE ST,24,2017-09-27T00:00:00.000Z,W,,,5194,3978,9172,2010
DON JULIO BLVD,N,ANTELOPE RD,24,2018-03-20T00:00:00.000Z,T,9464,8918,,,18382,2011
WINDING WAY,E,AUBURN BLVD,24,2017-12-12T00:00:00.000Z,T,,,12554,10561,23115,2012
MORAGA DR,E,BELLUE ST,24,2018-01-31T00:00:00.000Z,W,,,,,1113,2013
AMERICAN RIVER DR,E,WATT AVE,24,2017-09-27T00:00:00.000Z,W,,,8560,6115,14675,2014
ANTELOPE RD,E,DON JULIO BLVD,24,2018-03-20T00:00:00.000Z,T,,,17165,17743,34908,2015
SIMMERHORN RD,W,CLAY STATION RD,24,2017-09-19T00:00:00.000Z,T,,,315,302,617,2016
MADISON AVE,W,GREENBACK LN,24,2018-04-19T00:00:00.000Z,Th,,,9372,10228,19600,2017
ROSEVILLE RD,S,PLACER COUNTY LINE,24,2017-12-12T00:00:00.000Z,T,8771,6850,,,15621,2018
HAZEL AVE,N,MADISON AVE,24,2018-01-31T00:00:00.000Z,W,17269,17102,,,34371,2019
WATT AVE,N,ROSEVILLE RD,24,2017-10-03T00:00:00.000Z,T,21491,22287,,,43778,2020
BRADSHAW RD,S,OLD PLACERVILLE RD,24,2018-03-21T00:00:00.000Z,W,19977,,,,39925,2021
FAIR OAKS BLVD,N,SUTTER AVE,24,2017-09-19T00:00:00.000Z,T,20642,21355,,,41997,2022
ALMOND AVE,S,OAK AVE,24,2018-04-19T00:00:00.000Z,Th,422,410,,,832,2023
ANTELOPE RD,W,ROSEVILLE RD,24,2017-12-12T00:00:00.000Z,T,,,20427,22688,43115,2024
GOLD COUNTRY BLVD,W,HAZEL AVE,24,2018-01-31T00:00:00.000Z,W,,,4249,3347,7596,2025
SUNRISE BLVD,N,FLORIN RD,24,2017-10-03T00:00:00.000Z,T,5849,6372,,,12221,2026
BRADSHAW RD,S,LINCOLN VILLAGE DR,24,2018-03-21T00:00:00.000Z,W,22370,,,,43819,2027
ALTA MESA RD,N,BORDEN RD,24,2017-09-19T00:00:00.000Z,T,588,654,,,1242,2028
MAIN AVE,S,BLUE OAK DR,24,2018-04-19T00:00:00.000Z,Th,2390,2391,,,4781,2029
POWER LINE RD,N,ELKHORN BLVD,24,2017-12-12T00:00:00.000Z,T,477,698,,,1175,2030
GREENBACK LN,E,HAZEL AVE,24,2018-02-06T00:00:00.000Z,T,,,14641,15347,29988,2031
GRANT LINE RD,W,SUNRISE BLVD,24,2017-10-03T00:00:00.000Z,T,,,8255,8864,17119,2032
BRADSHAW RD,S,KIEFER BLVD,24,2018-03-21T00:00:00.000Z,W,15881,,,,31968,2033
DILLARD RD,S,MEISS RD,24,2017-09-19T00:00:00.000Z,T,2253,2135,,,4388,2034
GREENBACK LN,E,MAIN AVE,24,2018-04-19T00:00:00.000Z,Th,,,10932,10624,21556,2035
BELCREST WAY,N,ENGLE RD,24,2017-12-12T00:00:00.000Z,T,,,,,578,2036
GREENBACK LN,E,HAZEL AVE,24,2018-02-07T00:00:00.000Z,W,,,14927,15499,30426,2037
GRANT LINE RD,N,CALVINE RD,24,2017-10-03T00:00:00.000Z,T,8898,9736,,,18634,2038
BRADSHAW RD,S,LINCOLN VILLAGE DR,24,2018-03-22T00:00:00.000Z,Th,22848,,,,43990,2039
MEISS RD,E,DILLARD RD,24,2017-09-19T00:00:00.000Z,T,,,,,220,2040
FRANKLIN BLVD,S,HOOD FRANKLIN RD,24,2017-09-19T00:00:00.000Z,T,963,908,,,1871,2041
FAIR OAKS BLVD,N,ENGLE RD,24,2017-09-19T00:00:00.000Z,T,19599,19415,,,39014,2042
CLAY STATION RD,S,TAVERNOR RD,24,2017-09-19T00:00:00.000Z,T,1505,1509,,,3014,2043
WATT AVE,N,ARDEN WAY,24,2017-09-19T00:00:00.000Z,T,25922,26786,,,52708,2044
BRUCEVILLE RD,S,LAMBERT RD,24,2017-09-19T00:00:00.000Z,T,1094,954,,,2048,2045
LAMBERT RD,W,BRUCEVILLE RD,24,2017-09-19T00:00:00.000Z,T,,,1071,1093,2164,2046
BRUCEVILLE RD,N,LAMBERT RD,24,2017-09-19T00:00:00.000Z,T,1352,1318,,,2670,2047
COLONY RD,N,VALENSIN RD,24,2017-09-19T00:00:00.000Z,T,541,658,,,1199,2048
LAMBERT RD,E,BRUCEVILLE RD,24,2017-09-19T00:00:00.000Z,T,,,468,462,930,2049
BRANNAN ISLAND RD,S,STATE ROUTE 12,24,2017-09-20T00:00:00.000Z,W,482,528,,,1010,2050
ISLETON RD,N,ISLETON BRIDGE,24,2017-09-20T00:00:00.000Z,W,1344,992,,,2336,2051
LAMBERT RD,E,BRUCEVILLE RD,24,2017-09-20T00:00:00.000Z,W,,,520,491,1011,2052
ISLETON RD,N,GEORGIANA SL BRIDGE,24,2017-09-20T00:00:00.000Z,W,1037,1439,,,2476,2053
TWIN CITIES RD,W,FRANKLIN BLVD,24,2017-09-20T00:00:00.000Z,W,,,2923,2638,5561,2054
WALNUT GROVE-THORNTON RD,E,RACE TRACK RD,24,2017-09-20T00:00:00.000Z,W,,,1932,1911,3843,2055
LAMBERT RD,W,BRUCEVILLE RD,24,2017-09-20T00:00:00.000Z,W,,,1081,1060,2141,2056
FRANKLIN BLVD,N,SIMS RD,24,2017-09-20T00:00:00.000Z,W,12044,11646,,,23690,2057
BRUCEVILLE RD,S,LAMBERT RD,24,2017-09-20T00:00:00.000Z,W,1116,970,,,2086,2058
FRANKLIN BLVD,S,HOOD FRANKLIN RD,24,2017-09-20T00:00:00.000Z,W,952,897,,,1849,2059
FRANKLIN BLVD,S,DESMOND RD,24,2017-09-20T00:00:00.000Z,W,426,434,,,860,2060
RIVER RD,N,WALNUT GROVE BRIDGE RD,24,2017-09-20T00:00:00.000Z,W,3385,3332,,,6717,2061
LAMBERT RD,E,RIVER RD,24,2017-09-20T00:00:00.000Z,W,,,,,370,2062
BRUCEVILLE RD,N,LAMBERT RD,24,2017-09-20T00:00:00.000Z,W,1405,1282,,,2687,2063
SUTTER SLOUGH BRIDGE RD,S,YOLO COUNTY LINE,24,2017-09-20T00:00:00.000Z,W,1305,1275,,,2580,2064
FRANKLIN BLVD,N,TWIN CITIES RD,24,2017-09-20T00:00:00.000Z,W,1082,1226,,,2308,2065
WALNUT GROVE-THORNTON RD,E,RACE TRACK RD,24,2017-09-21T00:00:00.000Z,Th,,,2017,2047,4064,2066
BORDEN RD,E,TWIN CITIES RD,24,2017-09-21T00:00:00.000Z,Th,,,812,799,1611,2067
FRANKLIN BLVD,N,SIMS RD,24,2017-09-21T00:00:00.000Z,Th,12069,11848,,,23917,2068
LAMBERT RD,E,BRUCEVILLE RD,24,2017-09-21T00:00:00.000Z,Th,,,363,334,697,2069
FRANKLIN BLVD,S,DESMOND RD,24,2017-09-21T00:00:00.000Z,Th,450,450,,,900,2070
TWIN CITIES RD,W,FRANKLIN BLVD,24,2017-09-21T00:00:00.000Z,Th,,,2865,2693,5558,2071
ISLETON RD,N,ISLETON BRIDGE,24,2017-09-21T00:00:00.000Z,Th,1363,1020,,,2383,2072
RIVER RD,N,WALNUT GROVE BRIDGE RD,24,2017-09-21T00:00:00.000Z,Th,3641,3450,,,7091,2073
FRANKLIN BLVD,N,TWIN CITIES RD,24,2017-09-21T00:00:00.000Z,Th,1073,1219,,,2292,2074
LAMBERT RD,W,BRUCEVILLE RD,24,2017-09-21T00:00:00.000Z,Th,,,1028,1011,2039,2075
BRUCEVILLE RD,S,LAMBERT RD,24,2017-09-21T00:00:00.000Z,Th,1284,1056,,,2340,2076
ISLETON RD,N,GEORGIANA SL BRIDGE,24,2017-09-21T00:00:00.000Z,Th,1131,1532,,,2663,2077
FRANKLIN BLVD,S,HOOD FRANKLIN RD,24,2017-09-21T00:00:00.000Z,Th,988,931,,,1919,2078
BOESSOW RD,W,MARENGO RD,24,2017-09-21T00:00:00.000Z,Th,,,2018,2738,4756,2079
LAMBERT RD,E,RIVER RD,24,2017-09-21T00:00:00.000Z,Th,,,,,388,2080
IVIE RD,S,BORDEN RD,24,2017-09-21T00:00:00.000Z,Th,,,,,392,2081
NEW HOPE RD,E,SARGENT AVE,24,2017-09-21T00:00:00.000Z,Th,,,703,700,1403,2082
LINCOLN WAY,N,KOST RD,24,2017-09-21T00:00:00.000Z,Th,2913,2497,,,5410,2083
BRUCEVILLE RD,N,LAMBERT RD,24,2017-09-21T00:00:00.000Z,Th,1539,1401,,,2940,2084
SUTTER SLOUGH BRIDGE RD,S,YOLO COUNTY LINE,24,2017-09-21T00:00:00.000Z,Th,1249,1217,,,2466,2085
OLD PLACERVILLE RD,E,BRADSHAW RD,24,2017-11-01T00:00:00.000Z,W,,,7629,9533,17162,2086
FLORIN RD,E,FRANKLIN BLVD,24,2017-08-22T00:00:00.000Z,T,,,20530,21142,41672,2087
GOLD RUN AVE,E,ANDREA BLVD,24,2017-12-12T00:00:00.000Z,T,,,,,701,2088
CLAY STATION RD,S,DILLARD RD,24,2018-02-07T00:00:00.000Z,W,971,1039,,,2010,2089
NORTHGATE BLVD,N,NORTH MARKET BLVD,24,2017-12-12T00:00:00.000Z,T,13714,13153,,,26867,2090
FREEDOM PARK DR,W,WATT AVE,24,2017-10-03T00:00:00.000Z,T,,,2361,2323,4684,2091
BRADSHAW RD,S,KIEFER BLVD,24,2018-03-22T00:00:00.000Z,Th,16036,,,,32017,2092
HAZEL AVE,S,MADISON AVE,24,2018-02-07T00:00:00.000Z,W,19023,19482,,,38505,2093
KIEFER BLVD,W,SUNRISE BLVD,24,2017-12-13T00:00:00.000Z,W,,,529,811,1340,2094
BAINBRIDGE DR,E,WATT AVE,24,2017-10-03T00:00:00.000Z,T,,,980,876,1856,2095
ANTELOPE RD,E,WATT AVE,24,2018-03-27T00:00:00.000Z,T,,,9045,9368,18413,2096
WATT AVE,S,ANTELOPE RD,24,2018-03-27T00:00:00.000Z,T,12133,13594,,,25727,2097
ANTELOPE RD,W,ESTEEM DR,24,2018-03-27T00:00:00.000Z,T,,,,609,609,2098
WATT AVE,S,ANTELOPE RD,24,2018-03-28T00:00:00.000Z,W,12429,13667,,,26096,2099
WATT AVE,N,FOLSOM BLVD,24,2018-03-28T00:00:00.000Z,Th,33978,33858,,,67836,2100
BRADSHAW RD,S,OLD PLACERVILLE RD,24,2018-03-28T00:00:00.000Z,W,20161,,,,39865,2101
ANTELOPE RD,E,WATT AVE,24,2018-03-28T00:00:00.000Z,W,,,9150,9594,18744,2102
ANTELOPE RD,W,ESTEEM DR,24,2018-03-28T00:00:00.000Z,W,,,,571,571,2103
KARL DR,E,NORTH HAVEN DR,24,2018-04-03T00:00:00.000Z,T,,,1154,1389,2543,2104
WATT AVE,S,ELKHORN BLVD,24,2018-04-03T00:00:00.000Z,T,17309,18804,,,36113,2105
ELKHORN BLVD,E,THOMAS DR,24,2018-04-03T00:00:00.000Z,T,,,12682,12460,25142,2106
32ND ST,S,ELKHORN BLVD,24,2018-04-03T00:00:00.000Z,T,5650,,,,5650,2107
WATT AVE,N,ANTELOPE RD,24,2018-04-03T00:00:00.000Z,T,13762,14198,,,27960,2108
BAINBRIDGE DR,E,WATT AVE,24,2018-04-03T00:00:00.000Z,T,,,1167,876,2043,2109
ELKHORN BLVD,E,28TH ST,24,2018-04-03T00:00:00.000Z,T,,,13941,13614,27555,2110
ALDERWOOD WY,E,EASTERN AV,24,2018-04-04T00:00:00.000Z,W,,,,,331,2111
ANTELOPE RD,W,ESTEEM DR,24,2018-04-04T00:00:00.000Z,W,,,,1066,1066,2112
PASADENA AVE,W,NORRIS AVE,24,2018-04-04T00:00:00.000Z,W,,,778,547,1325,2113
DON JULIO BLVD,N,ELKHORN BLVD,24,2018-04-04T00:00:00.000Z,W,11355,11490,,,22845,2114
WALERGA RD,N,KIRKBY WAY,24,2018-04-04T00:00:00.000Z,W,10641,11628,,,22269,2115
ELKHORN BLVD,E,28TH ST,24,2018-04-04T00:00:00.000Z,W,,,13684,13447,27131,2116
LAURELWOOD WAY,E,EASTERN AVE,24,2018-04-04T00:00:00.000Z,W,,,,,724,2117
PASADENA AVE,E,NORRIS AVE,24,2018-04-04T00:00:00.000Z,W,,,878,1075,1953,2118
ROSEVILLE RD,N,ANDREA BLVD,24,2018-04-04T00:00:00.000Z,W,13711,,,,13711,2119
NORTHGATE BLVD,N,NORTH MARKET BLVD,24,2018-04-05T00:00:00.000Z,Th,13545,13013,,,26558,2120
ETHAN WAY,S,EL CAMINO AVE,24,2018-04-05T00:00:00.000Z,Th,9982,6019,,,16001,2121
ELKHORN BLVD,E,28TH ST,24,2018-04-05T00:00:00.000Z,Th,,,13384,13138,26522,2122
NORTH MARKET BLVD,W,NORTHGATE BLVD,24,2018-04-05T00:00:00.000Z,Th,,,10923,9113,20036,2123
DARWIN ST,N,EL CAMINO AVE,24,2018-04-05T00:00:00.000Z,Th,821,743,,,1564,2124
HOWE AVE,N,EL CAMINO AVE,24,2018-04-05T00:00:00.000Z,Th,7375,7604,,,14979,2125
RIO LINDA BLVD,S,ELKHORN BLVD,24,2018-04-10T00:00:00.000Z,Th,6054,5676,,,11730,2126
WATT AVE,S,PLACER COUNTY LINE,24,2018-04-10T00:00:00.000Z,Th,6079,6215,,,12294,2127
BAINBRIDGE DR,E,WATT AVE,24,2018-04-10T00:00:00.000Z,Th,,,920,898,1818,2128
GREENBACK LN,E,KENNETH AVE,24,2018-04-18T00:00:00.000Z,W,,,16559,16673,33232,2129
ALMOND AVE,N,GREENBACK LN,24,2018-04-18T00:00:00.000Z,W,781,,,,1715,2130
BUENA VISTA AVE,S,MADISON AVE,24,2018-04-18T00:00:00.000Z,W,,,,,1622,2131
POWER INN RD,N,FLORIN RD,24,2018-04-18T00:00:00.000Z,W,13268,15006,,,28274,2132
HICKORY AVE,S,OAK AVE,24,2018-04-19T00:00:00.000Z,Th,1321,1055,,,2376,2133
SUNSET AVE,E,HAZEL AVE,24,2018-04-19T00:00:00.000Z,Th,,,3153,3954,7107,2134
FILBERT AVE,N,CENTRAL AVE,24,2018-04-19T00:00:00.000Z,Th,1263,977,,,2240,2135
GREENBACK LN,W,FOLSOM BLVD,24,2018-04-19T00:00:00.000Z,Th,,,19860,19419,39279,2136
HAZEL AVE,N,OAK AVE,24,2018-04-19T00:00:00.000Z,Th,16694,18047,,,34741,2137
DILLARD RD,W,CLAY STATION RD,24,2018-02-07T00:00:00.000Z,W,,,2304,2281,4585,2138
CALVINE RD,E,POWER INN RD,24,2017-10-03T00:00:00.000Z,T,,,21928,24093,46021,2139
FOLSOM BLVD,E,BRADSHAW RD,24,2017-12-13T00:00:00.000Z,W,,,8241,9609,17850,2140
WALNUT AVE,N,GREENBACK LN,24,2018-04-19T00:00:00.000Z,Th,1448,1242,,,2690,2141
ELKHORN BLVD,W,EAST LEVEE RD,24,2018-02-08T00:00:00.000Z,Th,,,9057,8777,17834,2142
WOODFOREST DR,E,DIABLO DR,24,2017-10-03T00:00:00.000Z,T,,,,,1615,2143
ROSEVILLE RD,S,PLACER COUNTY LINE,24,2017-12-13T00:00:00.000Z,W,8900,6987,,,15887,2144
CHERRY AVE,E,HAZEL AVE,24,2018-04-19T00:00:00.000Z,Th,,,717,1433,2150,2145
EL MODENA AVE,N,ELVERTA RD,24,2018-02-08T00:00:00.000Z,Th,289,328,,,617,2146
BRADSHAW RD,N,CALVINE RD,24,2017-10-03T00:00:00.000Z,T,10623,11286,,,21909,2147
MORSE AVE,N,NORTHROP AVE,24,2017-08-23T00:00:00.000Z,W,1936,2107,,,4043,2148
ANTELOPE RD,W,ROSEVILLE RD,24,2017-12-13T00:00:00.000Z,W,,,20744,22704,43448,2149
NORTHGATE BLVD,N,NORTH MARKET BLVD,24,2017-12-13T00:00:00.000Z,W,13958,13192,,,27150,2150
POWER LINE RD,N,ELKHORN BLVD,24,2017-12-13T00:00:00.000Z,W,592,645,,,1237,2151
ALTA ARDEN EXPWY,E,HOWE AVE,24,2017-11-02T00:00:00.000Z,Th,,,9045,7805,16850,2152
GOLD RUN AVE,E,ANDREA BLVD,24,2017-12-13T00:00:00.000Z,W,,,,,641,2153
BUTANO DR,E,WATT AVE,24,2017-11-02T00:00:00.000Z,Th,,,3849,2909,6758,2154
FOLSOM BLVD,E,MAYHEW RD,24,2017-12-13T00:00:00.000Z,W,,,9648,11114,20762,2155
GERBER RD,W,ELK GROVE FLORIN RD,24,2017-12-13T00:00:00.000Z,W,,,11883,11282,23165,2156
GRANT LINE RD,W,BRADSHAW RD,24,2017-12-13T00:00:00.000Z,W,,,5444,9134,14578,2157
GENEVA POINTE DR,E,EAST STOCKTON BLVD,24,2017-12-13T00:00:00.000Z,W,,,3870,2921,6791,2158
COSUMNES RD,S,WILTON RD,24,2017-12-13T00:00:00.000Z,W,1216,1210,,,2426,2159
EXCELSIOR RD,N,CALVINE RD,24,2017-12-13T00:00:00.000Z,W,2321,2517,,,4838,2160
ROSEPORT WAY,E,OXWOOD DR,24,2017-12-13T00:00:00.000Z,W,,,,,489,2161
SOUTH WATT AVE,N,FLORIN RD,24,2017-12-14T00:00:00.000Z,Th,10560,9875,,,20435,2162
RUSHDEN DR,N,HURLEY WAY,24,2017-12-14T00:00:00.000Z,TH,,,,,690,2163
GENEVA POINTE DR,E,EAST STOCKTON BLVD,24,2017-12-14T00:00:00.000Z,Th,,,4012,3009,7021,2164
RUTLAND DR,S,MADISON AVE,24,2017-12-14T00:00:00.000Z,Th,242,682,,,924,2165
FOLSOM BLVD,E,BRADSHAW RD,24,2017-12-14T00:00:00.000Z,Th,,,8370,9718,18088,2166
EXCELSIOR RD,N,CALVINE RD,24,2017-12-14T00:00:00.000Z,Th,2418,2632,,,5050,2167
CENTER PKWY,S,FOREST PKWY,24,2017-12-14T00:00:00.000Z,Th,2620,2409,,,5029,2168
COSUMNES RD,S,WILTON RD,24,2017-12-14T00:00:00.000Z,Th,1149,1167,,,2316,2169
GRANT LINE RD,W,BRADSHAW RD,24,2017-12-14T00:00:00.000Z,Th,,,6286,9472,15758,2170
CALVINE RD,W,ELK GROVE FLORIN RD,24,2017-12-14T00:00:00.000Z,Th,,,22231,22463,44694,2171
GERBER RD,W,ELK GROVE FLORIN RD,24,2017-12-14T00:00:00.000Z,Th,,,12266,11684,23950,2172
FOLSOM BLVD,E,MAYHEW RD,24,2017-12-14T00:00:00.000Z,Th,,,10068,11374,21442,2173
KIEFER BLVD,W,SUNRISE BLVD,24,2017-12-14T00:00:00.000Z,Th,,,541,879,1420,2174
FAIR OAKS BLVD,W,EASTERN AVE,24,2017-12-16T00:00:00.000Z,Th,,,21307,22295,43602,2175
COLONY RD,S,DILLARD RD,24,2017-12-18T00:00:00.000Z,M,913,845,,,1758,2176
GRANT LINE RD,N,SHELDON RD,24,2017-12-19T00:00:00.000Z,T,8285,8736,,,17021,2177
COLONY RD,S,DILLARD RD,24,2017-12-19T00:00:00.000Z,T,,,,,1765,2178
COLONY RD,S,DILLARD RD,24,2017-12-20T00:00:00.000Z,W,,,,,1716,2179
GRANT LINE RD,N,SHELDON RD,24,2017-12-20T00:00:00.000Z,W,8070,8475,,,16545,2180
ELKHORN BLVD,W,CHERRY LN,24,2018-01-24T00:00:00.000Z,W,,,9911,9190,19101,2181
MORAGA DR,E,BELLUE ST,24,2018-01-30T00:00:00.000Z,T,,,,,1080,2182
POWER LINE RD,N,ELVERTA RD,24,2018-01-30T00:00:00.000Z,T,50,53,,,103,2183
EAST LEVEE RD,N,ELVERTA RD,24,2018-01-30T00:00:00.000Z,T,311,432,,,743,2184
ELWYN AVE,S,PLACER COUNTY LINE,24,2018-01-30T00:00:00.000Z,T,44,143,,,187,2185
GARDEN HWY,N,ELVERTA RD,24,2018-01-30T00:00:00.000Z,T,176,144,,,320,2186
ELVERTA RD,E,SORENTO RD,24,2018-01-30T00:00:00.000Z,T,,,3642,3208,6850,2187
MORAGA DR,W,DEWEY DR,24,2018-01-30T00:00:00.000Z,T,,,,,1281,2188
GOLD FLAT DR,S,GOLD COUNTRY BLVD,24,2018-01-31T00:00:00.000Z,W,,,,,1141,2189
ELVERTA RD,W,ELECTRIC AVE,24,2018-02-08T00:00:00.000Z,Th,,,4157,3819,7976,2190
OLD PLACERVILLE RD,E,BRADSHAW RD,24,2017-11-02T00:00:00.000Z,Th,,,7344,9296,16640,2191
STEVENSON AVE,E,EAST STOCKTON BLVD,24,2017-08-23T00:00:00.000Z,W,,,1476,1091,2567,2192
WATT AVE,N,DON JULIO BLVD,24,2017-10-03T00:00:00.000Z,T,15901,17393,,,33294,2193
OAK AVE,W,HAZEL AVE,24,2018-04-19T00:00:00.000Z,Th,,,8692,4519,13211,2194
OAK AVE,W,MAIN AVE,24,2018-04-19T00:00:00.000Z,Th,,,4464,4434,8898,2195
VALLEY RD,W,FULTON AVE,24,2018-04-24T00:00:00.000Z,T,,,,,612,2196
POWER INN RD,S,STEVENSON AVE,24,2018-04-24T00:00:00.000Z,T,10660,10928,,,21588,2197
BOESSOW RD,W,MARENGO RD,24,2018-04-24T00:00:00.000Z,T,,,2788,3122,5910,2198
47TH AVE,E,STATE ROUTE 99,24,2018-04-24T00:00:00.000Z,T,,,20468,21655,42123,2199
47TH AVE,E,STATE ROUTE 99,24,2018-04-25T00:00:00.000Z,W,,,20975,22007,42982,2200
POWER INN RD,S,STEVENSON AVE,24,2018-04-25T00:00:00.000Z,W,10542,10676,,,21218,2201
RIO LINDA BLVD,S,MARYSVILLE BLVD,24,2018-02-08T00:00:00.000Z,Th,7151,7007,,,14158,2202
VALLEY RD,W,FULTON AVE,24,2018-04-25T00:00:00.000Z,W,,,,,594,2203
BRADSHAW RD,S,JACKSON RD/SR 16,24,2017-10-04T00:00:00.000Z,W,14907,15053,,,29960,2204
POWER LINE RD,N,ELKHORN BLVD,24,2018-02-08T00:00:00.000Z,TH,463,417,,,880,2205
FRUITRIDGE RD,W,MARTIN LUTHER KING BLVD,24,2017-08-23T00:00:00.000Z,W,,,15596,17183,32779,2206
HOWE AVE,N,ARDEN WAY,24,2017-11-02T00:00:00.000Z,Th,15621,16226,,,31847,2207
WATT AVE,N,A ST,24,2018-05-01T00:00:00.000Z,T,20270,21081,,,41351,2208
WILTON RD,E,GRANT LINE RD,24,2017-10-04T00:00:00.000Z,W,,,5065,5142,10207,2209
WEST 2ND ST,N,M ST,24,2018-02-08T00:00:00.000Z,Th,279,490,,,769,2210
GOLD COUNTRY BLVD,S,MAIDU WAY,24,2017-08-23T00:00:00.000Z,W,3677,3203,,,6880,2211
OWENS WAY,E,WATT AVE,24,2017-11-02T00:00:00.000Z,Th,,,,,357,2212
STANLEY AVE,E,CALIFORNIA AVE,24,2018-05-01T00:00:00.000Z,T,,,819,1008,1827,2213
GREEN RD,E,WILTON RD,24,2017-10-04T00:00:00.000Z,W,,,1480,1492,2972,2214
GRANT LINE RD,W,SUNRISE BLVD,24,2017-10-04T00:00:00.000Z,W,,,8074,9018,17092,2215
LATROBE RD,W,SCOTT RD,24,2017-10-04T00:00:00.000Z,W,,,211,192,403,2216
GRANT LINE RD,S,DOUGLAS RD,24,2017-10-04T00:00:00.000Z,W,4771,4479,,,9250,2217
WHITE ROCK RD,W,GRANT LINE RD,24,2017-10-04T00:00:00.000Z,W,,,2227,1629,3856,2218
WHITE ROCK RD,W,COUNTY LINE (EL DORADO),24,2017-10-04T00:00:00.000Z,W,,,4247,4424,8671,2219
GRANT LINE RD,N,CALVINE RD,24,2017-10-04T00:00:00.000Z,W,8821,9906,,,18727,2220
49TH AVE,E,MARTIN LUTHER KING BLVD,24,2017-10-05T00:00:00.000Z,Th,,,2128,1798,3926,2221
SIMMERHORN RD,W,STEINER RD,24,2017-10-05T00:00:00.000Z,Th,,,2540,2100,4640,2222
TWIN CITIES RD,W,STATE ROUTE 99,24,2017-10-05T00:00:00.000Z,Th,,,4858,3252,8110,2223
GRANT LINE RD,N,CALVINE RD,24,2017-10-05T00:00:00.000Z,Th,9259,9912,,,19171,2224
EL CAMINO AVE,E,WATT AVE,24,2017-10-17T00:00:00.000Z,T,,,8863,9521,18384,2225
ROBERTSON AVE,E,WATT AVE,24,2017-10-17T00:00:00.000Z,T,,,487,745,1232,2226
BUCKBOARD DR,S,G ST,24,2017-10-18T00:00:00.000Z,W,,,,,826,2227
SCOTLAND DR,S,HIGHLANDER WAY,24,2017-10-18T00:00:00.000Z,W,,,,,1244,2228
ELKHORN BLVD,E,16TH ST,24,2017-10-18T00:00:00.000Z,W,,,12736,12337,25073,2229
ELKHORN BLVD,E,MARYSVILLE BLVD,24,2017-10-18T00:00:00.000Z,W,,,7598,7215,14813,2230
MANZANITA AVE,S,AUBURN BLVD,24,2017-10-19T00:00:00.000Z,Th,9492,7580,,,17072,2231
BUCKBOARD DR,S,G ST,24,2017-10-19T00:00:00.000Z,Th,,,,,800,2232
TELESCO WAY,E,MANZANITA AVE,24,2017-10-19T00:00:00.000Z,Th,,,,,260,2233
SCOTLAND DR,S,HIGHLANDER WAY,24,2017-10-19T00:00:00.000Z,Th,,,,,1166,2234
HACKBERRY LN,S,PALM AVE,24,2017-10-19T00:00:00.000Z,Th,469,289,,,758,2235
MADISON AVE,E,MANZANITA AVE,24,2017-10-19T00:00:00.000Z,Th,,,25113,27598,52711,2236
